Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Thumb_tip_x,Thumb_tip_y,Thumb_tip_z,Index_tip_x,Index_tip_y,Index_tip_z,Middle_tip_x,Middle_tip_y,Middle_tip_z,Ring_tip_x,Ring_tip_y,Ring_tip_z,Pinky_tip_x,Pinky_tip_y,Pinky_tip_z,Palm_tip_x,Palm_tip_y,Palm_tip_z
32,94,57,41,33,25,18,28,-28.650718688964844,-34.7772102355957,-8.600391387939453,14.801877975463867,36.843299865722656,11.474920272827148,2.9829294681549072,-41.81449890136719,-56.321128845214844,-51.9941291809082,-33.33749771118164,36.90222930908203,164.677978515625,179.8512725830078,177.9035186767578,174.8446807861328,172.4142303466797,189.18458557128906
36,72,57,41,30,21,21,29,-24.642244338989258,-34.748802185058594,-8.565255165100098,14.824461936950684,36.853431701660156,11.861503601074219,2.126894474029541,-41.82977294921875,-56.330711364746094,-51.98673629760742,-33.330074310302734,36.904296875,163.43557739257812,179.91220092773438,177.98316955566406,174.89898681640625,172.4474334716797,189.39866638183594
36,75,52,41,30,22,23,30,-21.971426010131836,-34.72364807128906,-8.543440818786621,14.841845512390137,36.86054611206055,12.19064998626709,1.769079566001892,-41.84101486206055,-56.335174560546875,-51.981407165527344,-33.32481002807617,36.85911178588867,162.95399475097656,179.96176147460938,178.03024291992188,174.93841552734375,172.46934509277344,189.72250366210938
35,87,49,40,27,25,25,28,-19.647994995117188,-34.695858001708984,-8.522732734680176,14.861811637878418,36.869415283203125,12.562865257263184,1.5801504850387573,-41.85053253173828,-56.33837890625,-51.97526168823242,-33.31890869140625,36.855560302734375,162.76617431640625,180.01336669921875,178.0727996826172,174.98117065429688,172.49435424804688,190.03475952148438
33,76,51,43,28,27,27,28,-16.112407684326172,-34.65837860107422,-8.489457130432129,14.890514373779297,36.88591003417969,12.830862045288086,1.6027238368988037,-41.86061096191406,-56.3427619934082,-51.96567153930664,-33.308624267578125,36.908287048339844,162.24757385253906,180.0802001953125,178.13790893554688,175.03919982910156,172.5374755859375,190.1979522705078
36,79,55,41,28,29,28,28,-14.401395797729492,-34.63594055175781,-8.464791297912598,14.90919303894043,36.8993034362793,12.97419548034668,1.6690473556518555,-41.865882873535156,-56.345680236816406,-51.959346771240234,-33.30086898803711,36.939117431640625,161.99737548828125,180.11903381347656,178.18423461914062,175.074951171875,172.57008361816406,190.2713165283203
31,85,66,42,32,30,25,28,-13.134159088134766,-34.61396408081055,-8.43828296661377,14.929685592651367,36.91460037231445,13.104028701782227,1.728082299232483,-41.870670318603516,-56.34857177734375,-51.952728271484375,-33.292518615722656,36.96098327636719,161.7753448486328,180.1560821533203,178.23228454589844,175.1129608154297,172.60519409179688,190.33682250976562
31,83,75,44,34,31,26,28,-11.505498886108398,-34.57890319824219,-8.39911937713623,14.966114044189453,36.94129180908203,13.373185157775879,1.8386890888214111,-41.87685775756836,-56.35149002075195,-51.94148635864258,-33.27885055541992,37.0517692565918,161.49942016601562,180.21473693847656,178.29983520507812,175.17852783203125,172.6619415283203,190.51461791992188
34,69,76,49,34,29,26,27,-10.40645694732666,-34.557010650634766,-8.373161315917969,14.993767738342285,36.96125030517578,13.48151683807373,1.9386992454528809,-41.87995529174805,-56.353004455566406,-51.933250427246094,-33.269142150878906,37.09333419799805,161.2138214111328,180.24972534179688,178.34246826171875,175.22642517089844,172.70159912109375,190.55953979492188
33,68,81,44,34,28,25,26,-9.50652027130127,-34.53671646118164,-8.345160484313965,15.023314476013184,36.98273849487305,13.58194351196289,2.0158820152282715,-41.88249206542969,-56.35468673706055,-51.92464065551758,-33.259132385253906,37.130367279052734,160.96058654785156,180.28086853027344,178.38735961914062,175.2759552001953,172.74212646484375,190.58607482910156
33,65,80,45,34,23,24,29,-8.496191024780273,-34.5057487487793,-8.298733711242676,15.07077693939209,37.017478942871094,13.69959831237793,2.080857515335083,-41.88617706298828,-56.357791900634766,-51.911293029785156,-33.24375915527344,37.172698974609375,160.66058349609375,180.32664489746094,178.45965576171875,175.35292053222656,172.80419921875,190.59596252441406
36,63,80,45,30,24,25,27,-8.056161880493164,-34.48311233520508,-8.266377449035645,15.103948593139648,37.041770935058594,13.75157642364502,2.089053153991699,-41.88895034790039,-56.36021041870117,-51.90232849121094,-33.233436584472656,37.19533920288086,160.54641723632812,180.359130859375,178.50875854492188,175.40565490722656,172.8459930419922,190.60116577148438
35,63,73,42,28,24,27,28,-7.771546840667725,-34.45891571044922,-8.233936309814453,15.137749671936035,37.06672668457031,13.796209335327148,2.077270269393921,-41.89198303222656,-56.362815856933594,-51.893341064453125,-33.223148345947266,37.21886444091797,160.48085021972656,180.39309692382812,178.55711364746094,175.4585418701172,172.88772583007812,190.60614013671875
35,65,73,33,28,29,25,30,-7.5085368156433105,-34.42112731933594,-8.186601638793945,15.188815116882324,37.104888916015625,13.856610298156738,2.0443992614746094,-41.89680862426758,-56.36692810058594,-51.88055419921875,-33.207916259765625,37.25145721435547,160.4249725341797,180.44525146484375,178.62599182128906,175.53750610351562,172.94973754882812,190.62155151367188
36,66,69,35,27,29,24,29,-7.392290115356445,-34.39594650268555,-8.156608581542969,15.221909523010254,37.13059997558594,13.888313293457031,2.021188735961914,-41.90008544921875,-56.3697395324707,-51.87302017211914,-33.19831466674805,37.268733978271484,160.39842224121094,180.4796600341797,178.6688232421875,175.5881805419922,172.990478515625,190.63839721679688
36,64,67,35,27,29,26,29,-7.307980537414551,-34.37220764160156,-8.12866497039795,15.253344535827637,37.15573501586914,13.916213989257812,1.9988175630569458,-41.90327072143555,-56.37251663208008,-51.86649703979492,-33.18972396850586,37.28034210205078,160.37779235839844,180.51187133789062,178.708251953125,175.63600158691406,173.0298309326172,190.6521759033203
35,60,56,37,29,30,25,31,-7.268196105957031,-34.3520622253418,-8.103617668151855,15.282422065734863,37.17976760864258,13.931392669677734,1.971009612083435,-41.906089782714844,-56.37519454956055,-51.860843658447266,-33.18220520019531,37.28880310058594,160.37191772460938,180.5390625,178.74322509765625,175.67987060546875,173.06700134277344,190.660888671875
36,61,54,35,27,30,24,29,-7.355688095092773,-34.331504821777344,-8.073223114013672,15.321174621582031,37.21272659301758,13.939080238342285,1.887772560119629,-41.90913772583008,-56.37890625,-51.853755950927734,-33.172332763671875,37.300567626953125,160.42947387695312,180.5666961669922,178.7853240966797,175.73789978027344,173.11729431152344,190.66868591308594
32,60,55,35,30,25,23,28,-7.4509735107421875,-34.322669982910156,-8.05540943145752,15.345358848571777,37.23353958129883,13.94120979309082,1.8354992866516113,-41.910526275634766,-56.38119888305664,-51.84942626953125,-33.16629409790039,37.31012725830078,160.48435974121094,180.57861328125,178.80992126464844,175.77389526367188,173.14857482910156,190.67501831054688
30,53,47,34,30,25,25,28,-7.615782737731934,-34.31569290161133,-8.037619590759277,15.369394302368164,37.25414276123047,13.939854621887207,1.7893732786178589,-41.91166305541992,-56.38349533081055,-51.84524154663086,-33.160499572753906,37.31874465942383,160.57003784179688,180.58798217773438,178.83425903320312,175.80955505371094,173.17922973632812,190.67880249023438
30,57,46,38,29,27,23,26,-8.014116287231445,-34.30498123168945,-8.008333206176758,15.406079292297363,37.285850524902344,13.920048713684082,1.750290870666504,-41.913475036621094,-56.38734817504883,-51.839229583740234,-33.1522102355957,37.33864974975586,160.7684783935547,180.60226440429688,178.87396240234375,175.86383056640625,173.22581481933594,190.69822692871094
27,55,47,35,29,25,23,24,-8.462347984313965,-34.295902252197266,-7.986385822296143,15.431793212890625,37.30755615234375,13.895968437194824,1.744909405708313,-41.915077209472656,-56.390262603759766,-51.83500671386719,-33.146751403808594,37.3521728515625,161.00791931152344,180.61434936523438,178.90371704101562,175.90139770507812,173.25741577148438,190.70394897460938
29,62,53,35,29,25,20,24,-9.338555335998535,-34.28474426269531,-7.962223529815674,15.458768844604492,37.3297233581543,13.808886528015137,1.7405952215194702,-41.91713333129883,-56.39348602294922,-51.830501556396484,-33.141029357910156,37.3714599609375,161.47120666503906,180.6293487548828,178.93670654296875,175.94073486328125,173.2894744873047,190.65184020996094
32,67,52,36,28,28,19,23,-12.794745445251465,-34.265106201171875,-7.922544479370117,15.499847412109375,37.359130859375,13.548163414001465,1.6866475343704224,-41.92135238647461,-56.39909744262695,-51.823509216308594,-33.13304901123047,37.373085021972656,163.09056091308594,180.6568603515625,178.99234008789062,176.0014190673828,173.33238220214844,190.4143829345703
35,72,58,38,26,29,18,24,-14.837225914001465,-34.25817108154297,-7.908710479736328,15.513797760009766,37.368900299072266,13.446385383605957,1.65516996383667,-41.923099517822266,-56.40119171142578,-51.82112503051758,-33.130287170410156,37.3656005859375,163.98158264160156,180.66714477539062,179.01229858398438,176.0224151611328,173.34690856933594,190.30340576171875
33,85,58,34,32,27,18,24,-23.958545684814453,-34.23720932006836,-7.866477966308594,15.554490089416504,37.39824295043945,13.139217376708984,1.8374487161636353,-41.928985595703125,-56.40785598754883,-51.81379318237305,-33.121437072753906,37.37118148803711,167.6348876953125,180.69961547851562,179.07479858398438,176.0847930908203,173.3913116455078,190.08279418945312
35,88,56,38,29,27,24,26,-33.3260498046875,-34.216060638427734,-7.8244194984436035,15.58775806427002,37.42592239379883,12.769491195678711,2.917245864868164,-41.935428619384766,-56.41410446166992,-51.80671310424805,-33.1109733581543,37.42255783081055,170.83038330078125,180.73434448242188,179.13876342773438,176.1371612548828,173.43441772460938,190.0016632080078
33,95,60,46,29,27,25,30,-35.676151275634766,-34.20970916748047,-7.8116455078125,15.599369049072266,37.43986511230469,12.204736709594727,3.431414842605591,-41.93690872192383,-56.414710998535156,-51.80219650268555,-33.09598922729492,37.87061309814453,171.54266357421875,180.74652099609375,179.15792846679688,176.1537322998047,173.44729614257812,189.17848205566406
38,97,65,46,28,22,25,30,-40.9432258605957,-34.193946838378906,-7.780220031738281,15.635498046875,37.50654220581055,11.615387916564941,5.29332160949707,-41.93824768066406,-56.41257858276367,-51.782630920410156,-32.828861236572266,38.4708366394043,173.06832885742188,180.78060913085938,179.20657348632812,176.20486450195312,173.32472229003906,188.5819549560547
37,100,73,49,29,21,27,31,-44.3381462097168,-34.181949615478516,-7.7591400146484375,15.659441947937012,37.44681930541992,10.643780708312988,6.902303695678711,-41.9377555847168,-56.41013717651367,-51.768741607666016,-32.371116638183594,39.21166229248047,173.99273681640625,180.8114013671875,179.24221801757812,176.24249267578125,172.82217407226562,187.68804931640625
37,87,76,47,26,23,26,31,-46.31473159790039,-34.17474365234375,-7.743403434753418,15.675617218017578,37.48977279663086,10.700675010681152,8.085809707641602,-41.937171936035156,-56.408592224121094,-51.75867462158203,-32.11777877807617,39.09284973144531,174.57257080078125,180.83250427246094,179.27346801757812,176.27296447753906,172.70449829101562,188.14076232910156
36,90,80,47,29,24,22,34,-48.256160736083984,-34.165889739990234,-7.725537300109863,15.693832397460938,37.59739303588867,10.703125,9.26977252960205,-41.93700408935547,-56.406803131103516,-51.74704360961914,-31.912870407104492,39.06492614746094,175.4256591796875,180.8592987060547,179.3101806640625,176.30886840820312,172.78343200683594,188.23887634277344
39,88,79,43,30,24,27,31,-50.6866455078125,-34.14876937866211,-7.695989608764648,15.724554061889648,37.79391860961914,10.690052032470703,10.777074813842773,-41.93741226196289,-56.40370178222656,-51.72753143310547,-31.66115379333496,39.0587043762207,176.90138244628906,180.91082763671875,179.3705596923828,176.3688201904297,173.0195770263672,188.25457763671875
35,85,78,44,32,24,26,33,-52.13505935668945,-34.135902404785156,-7.676625728607178,15.746183395385742,37.91950225830078,10.644571304321289,11.758606910705566,-41.937843322753906,-56.40150451660156,-51.713661193847656,-31.529077529907227,39.05974578857422,177.7899627685547,180.94985961914062,179.41015625,176.41140747070312,173.20587158203125,188.28770446777344
35,80,71,39,35,24,24,31,-53.36648941040039,-34.12264633178711,-7.657992839813232,15.76699447631836,38.03105545043945,10.60635757446289,12.654187202453613,-41.938297271728516,-56.399139404296875,-51.69991683959961,-31.42099952697754,39.06066131591797,178.45668029785156,180.990478515625,179.4488525390625,176.4529266357422,173.3963623046875,188.28643798828125
37,87,66,45,34,23,25,30,-54.35710906982422,-34.10946273803711,-7.640053749084473,15.78650951385498,38.122650146484375,10.550725936889648,13.4085054397583,-41.93878936767578,-56.396507263183594,-51.686561584472656,-31.332611083984375,39.06586456298828,178.87046813964844,181.03179931640625,179.4869384765625,176.49293518066406,173.58045959472656,188.31768798828125
35,80,61,42,33,24,26,26,-55.583656311035156,-34.09129333496094,-7.61509895324707,15.813507080078125,38.21978759765625,10.400216102600098,14.424689292907715,-41.93865966796875,-56.391483306884766,-51.66584777832031,-31.22623634338379,39.10911178588867,179.17312622070312,181.0928192138672,179.54307556152344,176.55426025390625,173.85423278808594,188.5762939453125
30,78,58,41,33,26,22,25,-56.2651252746582,-34.08047866821289,-7.5994873046875,15.830486297607422,38.26483154296875,10.324382781982422,15.016369819641113,-41.937870025634766,-56.38737106323242,-51.6513786315918,-31.168882369995117,39.12812805175781,179.29827880859375,181.13217163085938,179.58058166503906,176.59701538085938,174.03182983398438,188.70701599121094
27,77,49,39,32,27,24,22,-56.88724136352539,-34.0705451965332,-7.584498405456543,15.846921920776367,38.299827575683594,10.250380516052246,15.565712928771973,-41.93667984008789,-56.38282775878906,-51.636505126953125,-31.121334075927734,39.139122009277344,179.43911743164062,181.1707000732422,179.61843872070312,176.64125061035156,174.2010040283203,188.81858825683594
28,76,48,43,31,28,24,24,-57.707332611083984,-34.05661392211914,-7.562642574310303,15.871173858642578,38.34181213378906,10.20714282989502,16.29703140258789,-41.934654235839844,-56.37581253051758,-51.613887786865234,-31.066062927246094,39.13672637939453,179.68759155273438,181.227294921875,179.67543029785156,176.70883178710938,174.42701721191406,188.84307861328125
25,66,50,39,32,28,24,24,-58.19313049316406,-34.04793930053711,-7.548604488372803,15.886774063110352,38.3630485534668,10.161355018615723,16.733379364013672,-41.93333435058594,-56.37106704711914,-51.598812103271484,-31.03729248046875,39.132057189941406,179.8585968017578,181.26499938964844,179.71343994140625,176.75363159179688,174.56175231933594,188.8821258544922
29,78,56,41,33,28,23,25,-58.61548614501953,-34.03980255126953,-7.5349273681640625,15.901703834533691,38.37969207763672,10.107728958129883,17.11327362060547,-41.932071685791016,-56.36628341674805,-51.58399200439453,-31.014219284057617,39.1182975769043,180.00942993164062,181.30308532714844,179.7520294189453,176.79833984375,174.6871795654297,188.95974731445312
31,70,59,39,36,27,22,25,-59.15617370605469,-34.02878189086914,-7.515090465545654,15.92261028289795,38.39786148071289,10.027220726013184,17.59905242919922,-41.93022537231445,-56.358985900878906,-51.56232452392578,-30.98790168762207,39.09722137451172,180.2023468017578,181.36061096191406,179.81129455566406,176.86578369140625,174.86383056640625,189.1078338623047
31,72,62,42,35,27,23,27,-59.474281311035156,-34.022216796875,-7.502383232116699,15.935568809509277,38.40685272216797,9.990097045898438,17.88383674621582,-41.929054260253906,-56.354129791259766,-51.54839324951172,-30.974565505981445,39.08198547363281,180.3234100341797,181.39877319335938,179.85116577148438,176.91018676757812,174.97314453125,189.193359375
30,75,64,43,37,27,22,27,-59.769256591796875,-34.016178131103516,-7.490133285522461,15.947836875915527,38.41398620605469,9.955965042114258,18.148197174072266,-41.92793655395508,-56.34934997558594,-51.534889221191406,-30.96378517150879,39.06587600708008,180.443603515625,181.43658447265625,179.8911590576172,176.9541015625,175.07650756835938,189.3029327392578
32,79,63,41,36,27,22,31,-60.163509368896484,-34.008033752441406,-7.472845554351807,15.96483325958252,38.42238235473633,9.918675422668457,18.50400733947754,-41.926326751708984,-56.34253692626953,-51.51627731323242,-30.951887130737305,39.03828430175781,180.6116485595703,181.4921112060547,179.95021057128906,177.01808166503906,175.2208709716797,189.44528198242188
32,74,61,39,36,26,27,33,-60.40154266357422,-34.00315475463867,-7.462057113647461,15.975224494934082,38.426902770996094,9.899882316589355,18.721309661865234,-41.925323486328125,-56.33823013305664,-51.50492858886719,-30.946319580078125,39.023685455322266,180.72303771972656,181.52830505371094,179.98851013183594,177.05889892578125,175.30931091308594,189.52493286132812
30,71,54,42,32,26,27,33,-60.621952056884766,-33.998592376708984,-7.451801300048828,15.985114097595215,38.43095397949219,9.884600639343262,18.925016403198242,-41.92434310913086,-56.33415985107422,-51.494163513183594,-30.941953659057617,39.013309478759766,180.83274841308594,181.56378173828125,180.0258026123047,177.0986785888672,175.3924102783203,189.61386108398438
30,66,51,39,31,28,25,32,-60.913787841796875,-33.992183685302734,-7.437091827392578,15.9996337890625,38.4366569519043,9.868598937988281,19.199480056762695,-41.9228630065918,-56.32832717895508,-51.478267669677734,-30.93648910522461,39.010406494140625,180.9864959716797,181.6156463623047,180.080322265625,177.15843200683594,175.5089111328125,189.73611450195312
32,65,43,39,31,29,25,33,-60.999507904052734,-33.99011993408203,-7.4322509765625,16.00450325012207,38.43854904174805,9.865242958068848,19.28120994567871,-41.922386169433594,-56.326419830322266,-51.47298049926758,-30.934879302978516,39.00788116455078,181.03294372558594,181.63262939453125,180.09840393066406,177.17872619628906,175.5458526611328,189.7665557861328
30,60,47,37,29,27,26,29,-61.21548080444336,-33.9842643737793,-7.417895793914795,16.019142150878906,38.444339752197266,9.857755661010742,19.48783302307129,-41.921077728271484,-56.32081985473633,-51.45738983154297,-30.930744171142578,38.99641036987305,181.14842224121094,181.68194580078125,180.15245056152344,177.2404022216797,175.65115356445312,189.84132385253906
31,53,44,39,31,28,21,26,-61.39163589477539,-33.979496002197266,-7.403938293457031,16.033578872680664,38.450740814208984,9.863784790039062,19.654598236083984,-41.92013168334961,-56.315574645996094,-51.44282150268555,-30.9278621673584,38.970008850097656,181.2349853515625,181.7235107421875,180.20523071289062,177.30145263671875,175.74855041503906,189.92990112304688
34,60,43,39,34,28,23,28,-61.4561767578125,-33.97829055786133,-7.399429798126221,16.038345336914062,38.45315933227539,9.870076179504395,19.714126586914062,-41.919979095458984,-56.31395721435547,-51.43824005126953,-30.927209854125977,38.957340240478516,181.26168823242188,181.73374938964844,180.22219848632812,177.3214569091797,175.77960205078125,189.96197509765625
35,62,45,41,35,25,22,28,-61.625396728515625,-33.974884033203125,-7.386319637298584,16.051328659057617,38.46082305908203,9.917490005493164,19.864011764526367,-41.919864654541016,-56.3093147277832,-51.42620849609375,-30.926816940307617,38.888362884521484,181.31521606445312,181.76177978515625,180.27191162109375,177.37600708007812,175.86668395996094,189.9966583251953
34,57,52,38,35,26,22,25,-61.667327880859375,-33.973758697509766,-7.382182598114014,16.05409812927246,38.463401794433594,9.936910629272461,19.89828109741211,-41.92001724243164,-56.30780029296875,-51.42367172241211,-30.927459716796875,38.83453369140625,181.32505798339844,181.77047729492188,180.28794860839844,177.3877410888672,175.89291381835938,190.01727294921875
35,57,47,38,37,31,22,26,-61.72500991821289,-33.97127914428711,-7.374197006225586,16.0579833984375,38.46892547607422,10.018941879272461,19.927047729492188,-41.92103576660156,-56.30542755126953,-51.42046356201172,-30.931568145751953,38.63036346435547,181.31077575683594,181.78659057617188,180.31854248046875,177.4039764404297,175.94378662109375,190.05740356445312
32,59,48,36,34,30,23,25,-61.72900390625,-33.969478607177734,-7.368031978607178,16.06058692932129,38.47256851196289,10.155113220214844,19.898107528686523,-41.92198944091797,-56.30406951904297,-51.41852951049805,-30.935441970825195,38.34181213378906,181.26251220703125,181.79737854003906,180.34136962890625,177.41465759277344,175.9770050048828,190.20352172851562
34,57,48,34,31,30,21,24,-61.66872787475586,-33.96868896484375,-7.364567756652832,16.06203842163086,38.473670959472656,10.269452095031738,19.811573028564453,-41.92255783081055,-56.3037109375,-51.417606353759766,-30.937210083007812,38.09947204589844,181.18836975097656,181.80174255371094,180.35321044921875,177.42039489746094,175.9866180419922,190.2648468017578
35,58,47,32,34,31,22,22,-61.51277542114258,-33.96786117553711,-7.360769748687744,16.063940048217773,38.47426223754883,10.381963729858398,19.629478454589844,-41.92324447631836,-56.30354690551758,-51.41647720336914,-30.93850326538086,37.895774841308594,181.04454040527344,181.8061981201172,180.36534118652344,177.42771911621094,175.99208068847656,190.2684783935547
37,59,47,34,32,29,22,22,-60.992618560791016,-33.965911865234375,-7.3535590171813965,16.06836700439453,38.475067138671875,10.529207229614258,19.093996047973633,-41.924949645996094,-56.30342483520508,-51.41401290893555,-30.94126319885254,37.66265869140625,180.62588500976562,181.8158416748047,180.3865966796875,177.44375610351562,176.00144958496094,190.2550048828125
37,72,61,35,32,24,23,22,-60.41770553588867,-33.963623046875,-7.348128318786621,16.072681427001953,38.47589111328125,10.6304931640625,18.545352935791016,-41.92681121826172,-56.303794860839844,-51.411781311035156,-30.944076538085938,37.540855407714844,180.19024658203125,181.8252716064453,180.401123046875,177.45819091796875,176.0095672607422,190.22520446777344
38,69,62,37,32,24,24,22,-59.67839050292969,-33.96030807495117,-7.342453956604004,16.07799530029297,38.47715759277344,10.721610069274902,17.869306564331055,-41.929412841796875,-56.30435562133789,-51.409393310546875,-30.947834014892578,37.45595169067383,179.6482696533203,181.83706665039062,180.41482543945312,177.474609375,176.01919555664062,190.19436645507812
37,65,63,39,35,25,26,23,-58.46456527709961,-33.95352554321289,-7.332688331604004,16.088838577270508,38.480377197265625,10.86916446685791,16.78955841064453,-41.934505462646484,-56.305747985839844,-51.404903411865234,-30.955183029174805,37.345149993896484,178.807373046875,181.85740661621094,180.4359130859375,177.50390625,176.03599548339844,190.1309814453125
38,67,64,38,32,25,26,26,-57.68207550048828,-33.94821548461914,-7.325252532958984,16.09824562072754,38.48355484008789,10.967117309570312,16.104881286621094,-41.938419342041016,-56.30706024169922,-51.40159606933594,-30.9611759185791,37.277976989746094,178.3079833984375,181.87112426757812,180.45033264160156,177.5262908935547,176.04808044433594,190.0892333984375
35,83,60,36,33,25,27,28,-56.96499252319336,-33.9420166015625,-7.316822528839111,16.109451293945312,38.48786163330078,11.07358455657959,15.48453140258789,-41.942718505859375,-56.308650970458984,-51.39788055419922,-30.96792984008789,37.214271545410156,177.8843231201172,181.88494873046875,180.4654083251953,177.55029296875,176.06057739257812,190.0506134033203
35,79,54,36,32,25,26,28,-55.99908447265625,-33.93046188354492,-7.301476955413818,16.130155563354492,38.49671936035156,11.296887397766113,14.661371231079102,-41.950157165527344,-56.311683654785156,-51.391868591308594,-30.979244232177734,37.121829986572266,177.37612915039062,181.90670776367188,180.4906005859375,177.5892791748047,176.0797119140625,189.9492645263672
36,81,63,36,31,27,27,30,-55.40511703491211,-33.92103576660156,-7.288845539093018,16.14657974243164,38.50423049926758,11.433727264404297,14.164877891540527,-41.955814361572266,-56.314273834228516,-51.38764190673828,-30.987346649169922,37.075557708740234,177.098388671875,181.92236328125,180.50999450683594,177.61688232421875,176.09249877929688,189.87088012695312
33,83,61,38,28,25,26,29,-54.848575592041016,-33.910457611083984,-7.274382591247559,16.1648006439209,38.51274871826172,11.550545692443848,13.705594062805176,-41.96199035644531,-56.31724548339844,-51.38353729248047,-30.995685577392578,37.039817810058594,176.85716247558594,181.9390106201172,180.5311279296875,177.6459503173828,176.10484313964844,189.80636596679688
30,83,69,41,27,24,25,27,-54.06642150878906,-33.892250061035156,-7.249163627624512,16.19490623474121,38.52732849121094,11.728188514709473,13.071769714355469,-41.972007751464844,-56.32233428955078,-51.37723922729492,-31.00861358642578,36.99940490722656,176.54574584960938,181.9654541015625,180.56619262695312,177.6905059814453,176.12286376953125,189.72398376464844
31,70,72,39,26,24,30,26,-53.57200241088867,-33.87815856933594,-7.230026721954346,16.216508865356445,38.53803253173828,11.832659721374512,12.678677558898926,-41.97921371459961,-56.326194763183594,-51.37327194213867,-31.017452239990234,36.977508544921875,176.36563110351562,181.984130859375,180.59210205078125,177.72113037109375,176.1343536376953,189.66114807128906
31,64,71,38,23,22,31,23,-53.09463119506836,-33.862735748291016,-7.2094340324401855,16.238805770874023,38.54917526245117,11.921144485473633,12.305998802185059,-41.98674392700195,-56.33034896850586,-51.36915969848633,-31.02626609802246,36.96585464477539,176.2025604248047,182.0037078857422,180.61941528320312,177.7511749267578,176.1451873779297,189.60939025878906
32,67,67,35,24,23,29,22,-52.63376235961914,-33.846107482910156,-7.187444686889648,16.26161766052246,38.560787200927734,11.993602752685547,11.95202350616455,-41.99453353881836,-56.33472442626953,-51.36481475830078,-31.035062789916992,36.95973587036133,176.05287170410156,182.02398681640625,180.64791870117188,177.7803955078125,176.15545654296875,189.56333923339844
33,66,72,33,25,23,29,23,-51.99919891357422,-33.8194694519043,-7.152188777923584,16.296794891357422,38.57892990112305,12.07471752166748,11.469696044921875,-42.0066032409668,-56.3414306640625,-51.35860061645508,-31.048282623291016,36.94645690917969,175.85238647460938,182.05519104003906,180.6913604736328,177.8245086669922,176.16964721679688,189.48838806152344
33,63,69,31,25,25,29,22,-51.62082290649414,-33.80120086669922,-7.127547264099121,16.32026481628418,38.591373443603516,12.10351276397705,11.183614730834961,-42.01481246948242,-56.346004486083984,-51.35487747192383,-31.057064056396484,36.937896728515625,175.72633361816406,182.07608032226562,180.72042846679688,177.85336303710938,176.1787109375,189.43798828125
31,60,65,31,26,24,24,24,-51.05662155151367,-33.77473831176758,-7.089804649353027,16.354873657226562,38.61070251464844,12.121248245239258,10.75357723236084,-42.02679443359375,-56.35311508178711,-51.34984588623047,-31.070049285888672,36.931331634521484,175.45802307128906,182.105224609375,180.7637939453125,177.8946075439453,176.19166564941406,189.32662963867188
30,62,68,36,26,26,21,27,-50.63237762451172,-33.75820541381836,-7.064598083496094,16.377620697021484,38.62397003173828,12.130304336547852,10.42244815826416,-42.0343017578125,-56.35792922973633,-51.34679412841797,-31.078569412231445,36.93044662475586,175.0964813232422,182.12274169921875,180.79208374023438,177.92129516601562,176.19984436035156,189.25296020507812
27,68,64,37,27,27,20,28,-50.15736389160156,-33.74289321899414,-7.040096282958984,16.399662017822266,38.63740158081055,12.139676094055176,10.041772842407227,-42.041343688964844,-56.36274719238281,-51.34410095214844,-31.087024688720703,36.92289352416992,174.43319702148438,182.13856506347656,180.8191375732422,177.94703674316406,176.20782470703125,189.20013427734375
27,73,68,39,29,27,20,26,-49.682350158691406,-33.73038101196289,-7.017026424407959,16.420452117919922,38.65058517456055,12.143217086791992,9.658037185668945,-42.04735565185547,-56.367431640625,-51.34181213378906,-31.095239639282227,36.91249084472656,173.37939453125,182.1515655517578,180.8442840576172,177.9709930419922,176.21536254882812,189.153564453125
31,77,78,40,29,25,21,27,-49.11930465698242,-33.71635818481445,-6.986429691314697,16.44902992248535,38.66902160644531,12.142065048217773,9.211141586303711,-42.05458068847656,-56.37390899658203,-51.33906936645508,-31.106687545776367,36.887176513671875,170.98721313476562,182.16636657714844,180.8768310546875,178.0030517578125,176.22543334960938,189.06796264648438
31,80,78,44,29,27,20,26,-48.903446197509766,-33.70984649658203,-6.968822479248047,16.46732521057129,38.67955780029297,12.142793655395508,9.067639350891113,-42.05815505981445,-56.37778854370117,-51.337486267089844,-31.11332893371582,36.86640548706055,168.88418579101562,182.17333984375,180.89508056640625,178.022705078125,176.23081970214844,189.0082550048828
31,81,74,40,29,26,24,24,-48.82223129272461,-33.70446014404297,-6.953316688537598,16.48520851135254,38.6879768371582,12.150437355041504,9.05233097076416,-42.061302185058594,-56.381343841552734,-51.33612060546875,-31.11882972717285,36.8301887512207,166.68704223632812,182.1793212890625,180.91085815429688,178.0413818359375,176.2349090576172,188.93826293945312
35,78,81,46,29,24,24,23,-48.83778762817383,-33.69766616821289,-6.932073593139648,16.50592613220215,38.69594955444336,12.15510368347168,9.1514892578125,-42.06557083129883,-56.386474609375,-51.33494186401367,-31.124361038208008,36.772552490234375,163.8500213623047,182.18724060058594,180.9320068359375,178.06285095214844,176.2386016845703,188.80364990234375
